cluster,pim_gp,even_g_gp,pp_g_gp,sh_g_gp,gw_g_gp,even_a_gp,pp_a_gp,sh_a_gp,sh_perc,avg_toi,avg_blocks,avg_hits,fow
0.0,0.630000362087916,0.0690058605520009,0.006747179915419158,0.0029647445330729704,0.010955048101833129,0.10312996846855889,0.012441304861413673,0.0024064228955243275,0.08153781972386227,11.143301525571905,0.4008734547863454,1.1840145430871292,0.5010156313994244
1.0,0.60175431411521,0.04542535340301599,0.015719187588739126,0.0017050630081269723,0.009014862953519344,0.13403843549580344,0.04411135615326134,0.004833164089493387,0.056378665619340566,15.494761751470957,0.6163088454204433,0.738679746890749,0.004524393744784223
2.0,0.5148043084326137,0.1657409477199964,0.05455861762345119,0.005959343892389614,0.03691884212397875,0.21608512404232483,0.08658212863412107,0.004793656538857653,0.14174011703398987,16.24804798888429,0.4232778578458776,0.7898048235950905,0.43144915483019936
3.0,1.0436770890022646,0.024380996453744416,0.0008792794815758562,0.0002623427995941391,0.002251684079596308,0.0470375410644459,0.001115737255860643,0.00024882837382837384,0.041264841684215306,7.07657411573184,0.10529154870940187,0.3442181664014121,0.0009820426487093152
