,Player,stat,lower_iqr,median,mean,higher_iqr
7034,Erik Westrum\westrer01,even_a_gp,0.0,0.0,0.0,0.0
7035,Erik Westrum\westrer01,fow_perc,0.0,0.0,0.0,0.0
7036,Erik Westrum\westrer01,sh_perc,0.0,0.0,0.0,0.0
7037,Erik Westrum\westrer01,pim_gp,-0.11546441579221448,0.009426595073335882,0.49137351288047454,0.5344180284615795
7038,Jaycob Megna\megnaja02,hits_gp,0.0,0.0,0.0,0.0
7039,Jaycob Megna\megnaja02,even_g_gp,0.0,0.0,0.0,0.0
7040,Jaycob Megna\megnaja02,blocks_gp,0.0,0.0,0.0,0.0
7041,Jaycob Megna\megnaja02,pp_a_gp,0.0,0.0,0.0,0.0
7042,Jaycob Megna\megnaja02,pp_g_gp,0.0,0.0,0.0,0.0
7043,Jaycob Megna\megnaja02,even_a_gp,0.0,0.0,0.0,0.0
7044,Jaycob Megna\megnaja02,fow_perc,0.0,0.0,0.0,0.0
7045,Jaycob Megna\megnaja02,sh_perc,0.0,0.0,0.0,0.0
7046,Jaycob Megna\megnaja02,pim_gp,0.0,0.0,0.0,0.0
7047,Rem Murray\murrare01,hits_gp,0.0,0.0,0.0,0.0
7048,Rem Murray\murrare01,even_g_gp,0.10510784309004097,0.11096805265320121,0.11131299972930796,0.117316330008719
7049,Rem Murray\murrare01,blocks_gp,0.0,0.0,0.0,0.0
7050,Rem Murray\murrare01,pp_a_gp,0.0,0.0,0.0,0.0
7051,Rem Murray\murrare01,pp_g_gp,0.0,0.0,0.0,0.0
7052,Rem Murray\murrare01,even_a_gp,0.10104917680390159,0.11027191311675104,0.11100297070795977,0.12057739775525993
7053,Rem Murray\murrare01,fow_perc,0.0,0.0,0.0,0.0
7054,Rem Murray\murrare01,sh_perc,0.16010701952442927,0.16618636412377205,0.16628236969989063,0.17230255176577017
7055,Rem Murray\murrare01,pim_gp,0.19897126201046333,0.22164765214713433,0.22416773257243128,0.24735131607135807
7056,Paul Gaustad\gaustpa01,hits_gp,0.5212076483202818,1.1212587558996452,1.6858280457663732,2.3019190274140064
7057,Paul Gaustad\gaustpa01,even_g_gp,0.014333553006716524,0.015803063429773844,0.015891703679256994,0.017370739546516443
7058,Paul Gaustad\gaustpa01,blocks_gp,0.3671118819284743,0.48961256659769775,0.528810850168051,0.661392820338356
7059,Paul Gaustad\gaustpa01,pp_a_gp,0.011306571154583063,0.01232205647107927,0.01239367006250263,0.01342562460397086
7060,Paul Gaustad\gaustpa01,pp_g_gp,0.011833926630379117,0.012331751485927302,0.0123473132934008,0.012852941194974299
7061,Paul Gaustad\gaustpa01,even_a_gp,0.04043969663436686,0.04626958164289199,0.046952666585434025,0.052942657865308815
7062,Paul Gaustad\gaustpa01,fow_perc,0.5229534065581394,0.5527554098504057,0.5544354871874644,0.585121793047125
7063,Paul Gaustad\gaustpa01,sh_perc,0.040410122145177224,0.04325749222533665,0.04342312185810997,0.04628972261137692
7064,Paul Gaustad\gaustpa01,pim_gp,0.16910371428369517,0.4095591814614613,0.759506518469764,1.0423920880608617
7065,Brendan Shanahan*\shanabr01,hits_gp,0.4485778573919592,0.5195909476043011,0.5288681941233148,0.6014989659420699
7066,Brendan Shanahan*\shanabr01,even_g_gp,0.1498706063937949,0.17618155121183401,0.17968301907192522,0.20632983250614928
7067,Brendan Shanahan*\shanabr01,blocks_gp,0.5985004069716148,0.6184737146100927,0.6189021413961462,0.6390021251286996
7068,Brendan Shanahan*\shanabr01,pp_a_gp,0.1961860027614959,0.24601550125347407,0.2552532727753834,0.30672074520881354
